PRO_REFERENCIA;PRO_DESCRICAO;PRO_MARCA;PRO_PRECO;PRO_UNIDADE;PRO_REFERENCIAFOR;PRO_PESO;PRO_CLASSIFICACAO;PRO_BARRA;PRO_ESTOQUE 
10823;TACA MULTICOLOR LISA 330ML CX-24;CIV;50,880000;CX/24;722-1 - 10029156;4,584000;7013.42.90;7898007757224;16.848,000000
10830;CONJ C/06 COPOS BRASILIS BRANCO 280ML CX-06;CIV;33,000000;CX/06;497-2 - 10029139;5,598000;7013.37.00;7898007754971;61.755,000000
10835;CABIDE ACRILICO CRISTAL C/ 3 PCS;VISUAL CABIDES;3,800000;UN;740;,155000;3924.90.00;7898934117405;1.974,000000
10836;CABIDE PRETO 3PCS NERKO;VISUAL CABIDES;3,490000;UN;054;,160000;3924.90.00;7898297108362;3.949,000000
10837;CABIDE BRANCO 3PCS NERKO;VISUAL CABIDES;3,490000;UN;108;,165000;3924.90.00;7898297108379;3.979,000000
10900;CHURRASQUEIRA MONTANA 54X35X64CM;MOR;97,128520;UN;3005;3,017000;7321.19.00;7896020630050;93,000000
10901;CHURRASQUEIRA ARAGUAIA 72X44X75CM;MOR;126,398840;UN;3007;4,924000;7321.19.00;7896020630074;7,000000
10903;POTE LISO 750ML CX-12;INVICTA;70,800000;CX/12;101528051622;5,268000;7013.49.00;7891691028052;948,000000
10909;POTE DE VIDRO LISO 2,5 LTS CX-06;INVICTA;47,341100;CX/06;101528081622;4,578000;7013.49.00;7891691028083;88,000000
10912;GARRAFA TERM. PRESSAO GLT PRETA 1 LT;INVICTA;33,300010;UN;100773110105;,666000;9617.00.10;7891691173110;244,000000
10917;GARRAFA TERM. ROLHA GLT PRETA 1LT;INVICTA;19,270000;UN;100783110105;,611000;9617.00.10;7891691183119;41,000000
10920;GARRAFA TERM. ROLHA GLT PRETA 500ML;INVICTA;17,000000;UN;100783120105;,479000;9617.00.10;7891691183126;16,000000
11136;RODINHO DE PIA C/ MICROBAN OURO VELHO 13,5CM;PLASUTIL;1,670000;UN;2977;,027000;3924.90.00;7896042029771;1.466,000000
11167;CONJ C/5 POTES MANTIMENTO ROSCA MEDIO;PLASUTIL;25,896940;UN;4972;,471000;3924.10.00;7896042049724;145,000000
11188;POTE CLIC ROSCA 1LT;PLASUTIL;3,636080;UN;2614;,051000;3924.10.00;7896042026145;149,000000
11189;POTE CLIC ROSCA 900ML;PLASUTIL;3,678220;UN;4646;,052000;3924.10.00;7896042046464;178,000000
11202;GARRAFA FLIP TOP 600ML;PLASDURAN;2,550430;UN;470180;,049000;3924.90.00;7898905201805;1.039,000000
11301;PROTETOR LAVA SUTIA 15,8X17CM;PLASUTIL;9,860000;UN;4170;,100000;3924.90.00;7896042041704;155,000000
11303;PORTA SABAO EM PO C/ DOSADOR 1KG;PLASUTIL;10,500000;UN;2845;,169000;3924.90.00;7896042028453;552,000000
11304;LIXEIRA C/ PEDAL 33 LTS;PLASUTIL;39,998540;UN;2979;,971000;3924.90.00;7896042029795;107,000000
11320;POTE DECORA CORUJA RETANGULAR 1,43LTS;PLASUTIL;8,350000;UN;3843;,103000;3924.10.00;7896042038438;266,000000
11324;POTE DECORA CORUJA MANTIMENTO 950ML;PLASUTIL;3,100000;UN;3860;,059000;3924.10.00;7896042038605;244,000000
11338;POTE DECORA CORUJA ROSCA 1,4 LTS;PLASUTIL;8,420000;UN;3877;,089000;3924.10.00;7896042038773;246,000000
11406;TIGELA PLUS ASTRAL 500ML CX-12;NADIR FIGUEIRED;90,600000;CX/12;SM400030307N;3,384000;7013.49.00;7894993030532;3.707,000000
11407;TIGELA PLUS C/ TAMPA ASTRAL 500ML CX12;NADIR FIGUEIRED;118,320000;CX/12;SM400030337;3,708000;7013.49.00;7894993990805;1.654,000000
11501;SALADEIRA GRANDE ASTRAL 2,3LTS CX-06;NADIR FIGUEIRED;77,100000;CX/06;SM400040803;4,843200;7013.49.00;7894993030730;337,000000
11507;TIGELA BELLA 1LTS CX-06;NADIR FIGUEIRED;51,448700;CX/06;SM400031503N;2,271000;7013.49.00;7894993987003;1.722,000000
11508;TIGELA BELLA 2LTS CX-06;NADIR FIGUEIRED;74,898400;CX/06;SM400031703N;4,314000;7013.49.00;7894993987102;2.574,000000
11509;TIGELA BELLA 3LTS CX-06;NADIR FIGUEIRED;118,259900;CX/06;SM400031803N;6,330000;7013.49.00;7894993987201;600,000000
11510;TIGELAS PLUS C/ TAMPA ASTRAL 1,5LTS CX-06;NADIR FIGUEIRED;105,480000;CX/06;SM400030633N;3,993000;7013.49.00;7894993990904;2.766,000000
11512;FORMA SOUFFLE PEQUENA 700ML CX-12;NADIR FIGUEIRED;135,840000;CX/12;GD16384411N;4,704000;7013.49.00;049932638493;504,000000
12406;POTE REDONDO GRANDE TRANSPARENTE 1,5 LTS;PRATIC SUPORTE;1,990000;UN;10741;,062000;3924.10.00;7898907687416;1.297,000000
12407;POTE QUADRADO GRANDE TRANSPARENTE 1,5 LTS;PRATIC SUPORTE;1,990000;UN;16763;,063000;3924.10.00;7898931767634;1.348,000000
12408;POTE RETANGULAR GRANDE TRANSPARENTE 1,5 LTS;PRATIC SUPORTE;1,990000;UN;10049;,069000;3924.10.00;7898907686495;1.203,000000
12700;ACUCAREIRO CRISTAL 280ML;ACRYLIC LINE;5,970000;UN;7002;,084000;3924.10.00;7898025470020;229,000000
12701;MANTEIGUEIRA ACRILICA 18X5X13X7,5CM;ACRYLIC LINE;5,970000;UN;7003;,093000;3924.10.00;7898025470037;311,000000
12702;QUEIJEIRA DE ACRILICO;ACRYLIC LINE;9,300000;UN;7014;,170000;3924.10.00;7898025470143;256,000000
12703;SALEIRO PAREDE ACRILICO 14,5X9X11,8CM;ACRYLIC LINE;5,910000;UN;7013;,104000;3924.10.00;7898025470136;533,000000
12704;ESPREMEDOR DE FRUTAS 500ML;ACRYLIC LINE;5,090000;UN;7022;,124000;3924.10.00;7898025470228;213,000000
12901;COPO BAR LONG DRINK 264ML CX-24;NADIR FIGUEIRED;70,800000;CX/24;102601054;4,416000;7013.37.00;7891155002574;2.496,000000
12902;COPO BAR LONG DRINK 390ML CX-24;NADIR FIGUEIRED;100,080000;CX/24;102603103;6,720000;7013.37.00;7891155002499;5.236,000000
12903;COPO BAR ROCKS 265ML CX-24;NADIR FIGUEIRED;64,080000;CX/24;101800231;4,656000;7013.37.00;7891155002437;4.498,000000
12904;COPO CYLINDER LONG DRINK 300ML CX-24;NADIR FIGUEIRED;69,600000;CX/24;77000200760982;5,040000;7013.37.00;7891155005032;12.968,000000
12906;COPO BOTECO 200ML CX-24;NADIR FIGUEIRED;39,360000;CX/24;20200100555559;3,336000;7013.37.00;7891155016427;8.121,000000
12907;COPO MUNICH CHOPP 200ML CX-24;NADIR FIGUEIRED;80,160000;CX/24;107109034;4,608000;7013.37.00;7891155003731;8.914,000000
13437;JARRA ABACAXI 1,4LTS;MACMOLD;4,310000;UN;7016;,092000;3924.10.00;7898509770165;151,000000
13500;CUIA P/ TERERE J.H;JH;15,860000;UN;3;,175000;3924.90.00;7898909861012;758,000000
14191;POTE HERMETICO QUADRADO 1,1 LTS;SANTANA;1,760000;UN;0111;,045000;3924.10.00;7896355701111;1.252,000000
14192;POTE HERMETICO QUADRADO 700ML;SANTANA;1,760000;UN;0107;,036000;3924.10.00;7896355701074;536,000000
14195;SANDUICHEIRA 680ML;SANTANA;2,820000;UN;0085;,052000;3924.10.00;7896355700855;393,000000
14196;PULVERIZADOR C/ BOMBA 350ML;SANREMO;4,660000;UN;512;,044600;3924.90.00;7896359014705;256,000000
14235;LAVA TUDO 27CM;MB;2,226870;UN;0008;,061000;3924.10.00;7897698200088;240,000000
16000;COLHER DE MESA SINTONIA BRANCA;SIMONAGGIO;1,590000;UN;LS1301/A-01;,038000;8215.99.10;7896211813019;5,000000
16001;GARFO DE MESA SINTONIA BRANCO;SIMONAGGIO;1,590000;UN;LS1302/A-01;,026000;8215.99.10;7896211813101;,000000
16004;GARFO DE MESA SINTONIA PRETO;SIMONAGGIO;1,590000;UN;LS1302/A-02;,026000;8215.99.10;7896211813118;,000000
16013;GARFO DE MESA SINTONIA VERMELHO;SIMONAGGIO;1,590000;UN;LS1302/A-07;,026000;8215.99.10;7896211813187;,000000
16021;PEGADOR MULTIUSO INOX 17CM;SIMONAGGIO;3,480000;UN;1740;,050000;8215.99.10;7896211819301;757,000000
16052;MARMITA TERM. S/ DIVISAO AZUL TREVISO;SIMONAGGIO;19,512600;UN;MK301-AZ;,510000;3924.10.00;7896211864233;192,000000
16053;MARMITA TERM. S/ DIVISAO CAPUCCINO TREVISO;SIMONAGGIO;19,514800;UN;MK301-CP;,520000;3924.10.00;7896211864240;310,000000
16056;MARMITA TERM. C/ 1 DIVISAO AZUL TREVISO;SIMONAGGIO;20,058200;UN;MK302-AZ;,502000;3924.10.00;7896211864271;209,000000
16057;MARMITA TERM. C/ 1 DIVISAO CAPUCCINO TREVISO;SIMONAGGIO;20,058200;UN;MK302-CP;,512000;3924.10.00;7896211864288;195,000000
16060;MARMITA TERM. C/ 3 DIVISOES AZUL TREVISO;SIMONAGGIO;20,043700;UN;MK303-AZ;,522000;3924.10.00;7896211864318;92,000000
16061;MARMITA TERM. C/ 3 DIVISOES CAPUCCINO TREVISO;SIMONAGGIO;20,030600;UN;MK303-CP;,523000;3924.10.00;7896211864325;118,000000
16064;CONJ MARMITA TERM. C/ 2 PCS AZUL TREVISO;SIMONAGGIO;33,053300;UN;MK304-AZ;,862000;3924.10.00;7896211864356;34,000000
16065;CONJ MARMITA TERM. C/ 2 PCS CAPUCCINO TREVISO;SIMONAGGIO;33,053300;UN;MK304-CP;,874000;3924.10.00;7896211864363;109,000000
16068;CONJ MARMITA TERM. C/ 5 PCS AZUL TREVISO;SIMONAGGIO;65,590000;UN;MK307-AZ;1,894000;3924.10.00;7896211864486;88,000000
16069;CONJ MARMITA TERM. C/ 5 PCS CAPUCCINO TREVISO;SIMONAGGIO;68,706400;UN;MK307-CP;1,892000;3924.10.00;7896211864509;61,000000
18011;PILAO P/ TEMPEROS E CAIPIRA;SANTANA;3,600000;UN;0643;,112000;3924.10.00;7896355706437;546,000000
18013;ACUCAREIRO OU FARINHEIRO 1 LT;SANTANA;3,600000;UN;0056;,070000;3924.10.00;7896355700565;321,000000
18015;FRUTEIRA TOPA TUDO 2,5 LTS;SANTANA;2,820000;UN;0088;,074000;3924.10.00;7896355700886;165,000000
18016;BALDE PIPOCA SANTANA 2,4 LTS;SANTANA;2,820000;UN;0143;,067000;3924.10.00;7896355701432;,000000
18020;ESCORREDOR MASSA PEQUENO C/ CABO;SANTANA;3,600000;UN;0710;,085000;3924.10.00;7896355707106;325,000000
18023;CONJ C/ 2 COPOS FRESH 470ML;SANTANA;1,760000;UN;2609;,060000;3924.10.00;7896355726091;124,000000
18024;POTE HERMETICO REDONDO PEQUENO 550ML;SANTANA;1,760000;UN;8001;,045000;3924.10.00;7896355780017;617,000000
18025;POTE HERMETICO REDONDO 1,95 LTS;SANTANA;3,600000;UN;8003;,090600;3924.10.00;7896355780031;347,000000
18040;COADOR 19CM;KM PLASTICOS;1,790000;UN;1024;,063000;3924.10.00;7898109501176;7.408,000000
18041;BACIA CANELADA 30 LTS;PLASNEW;8,500000;UN;034;,627000;3924.90.00;7897848700345;485,000000
18042;BACIA CANELADA 20 LTS;PLASNEW;7,158700;UN;033;,534000;3924.90.00;7897848700338;313,000000
18043;BALDE 20 LTS;PLASNEW;8,152010;UN;185;,552000;3924.90.00;7897848701854;1.073,000000
18044;BALDE OVAL 13,5 LTS;PLASNEW;9,346460;UN;7135;,363000;3924.90.00;7897848771352;438,000000
18045;BALDE REFORCADO 12 LTS;PLASNEW;5,277300;UN;0178;,486000;3924.90.00;7897848701786;2.518,000000
18046;BALDE GRANDE 13 LTS;INPLAST;3,620000;UN;6615;,331000;3924.90.00;7897649766151;481,000000
18047;CESTO FECHADO C/ TAMPA 28 LTS;INPLAST;9,560000;UN;6638;,800000;3924.90.00;7897649766380;762,000000
18048;CESTO TELADO PEQUENO 7 LTS;INPLAST;1,790000;UN;6620;,097000;3924.90.00;7897649766205;1.797,000000
18049;BACIA CANELADA GIGANTE 28 LTS;INPLAST;5,870000;UN;6633;,569000;3924.90.00;7897649766335;2.078,000000
18050;BACIA CANELADA 12 LTS;INPLAST;3,250000;UN;6614;,258000;3924.90.00;7897649766144;1.165,000000
18056;TAPETE P/ BANHEIRO;MANANCIAL;1,670000;UN;2460;,199000;3924.90.00;7898490460977;12.623,000000
18179;TACA GALLANT VINHO TINTO 250ML CX-12;NADIR FIGUEIRED;67,081000;CX/12;107008017;1,956000;7013.28.00;7891155000372;2.669,000000
18180;TACA GALLANT VINHO BRANCO 220ML CX-12;NADIR FIGUEIRED;67,080000;CX/12;107108011;1,872000;7013.28.00;7891155000327;1.548,000000
18187;TACA GALLANT AGUA 320ML CX-12;NADIR FIGUEIRED;70,680000;CX/12;107708019;2,028000;7013.28.00;7891155000587;1.692,000000
18192;TAÇA CERVEJA FLORIPA 300 ML CX-12;NADIR FIGUEIRED;76,440000;CX/12;77320200571161;2,256000;7013.28.00;7891155017424;2.360,000000
18198;COPO AMERICANO LONG DRINK 300ML CX-24;NADIR FIGUEIRED;60,960000;CX/24;102710023;41,280000;7013.37.00;7891155002529;4.560,000000
18203;COPO OLE DOSE 60ML CX-24;NADIR FIGUEIRED;48,480000;CX/24;23040200746996;2,040000;7013.37.00;7891155002482;5.188,000000
18216;ASSADEIRA QUADRADA PREDILETTA MEDIA 2,5LTS CX-06;NADIR FIGUEIRED;142,200000;CX/06;GD16219412;7,218000;7013.49.00;7894993126303;6,000000
18347;FACILITA VAP C/ TAMPA 500ML CX-12;NADIR FIGUEIRED;166,800000;CX/12;SM400072307N;4,908000;7013.49.00;7894993108255;3.433,000000
18348;FACILITA VAP C/ TAMPA 300ML CX-24;NADIR FIGUEIRED;221,520000;CX/24;SM400072900N;6,561600;7013.49.00;7894993108293;1.008,000000
18350;FACILITA VAP C/ TAMPA 2LTS CX-06;NADIR FIGUEIRED;151,015900;CX/06;SM400072703N;6,132000;7013.49.00;7894993108286;2.400,000000
18351;FACILITA VAP C/ TAMPA 1LT CX-06;NADIR FIGUEIRED;93,480000;CX/06;SM400072503N;4,047000;7013.49.00;7894993108262;10.846,000000
18464;BOMBA CHIMARRAO 23CM;GARIBALDI;4,372920;UN;75;,038000;7326.90.90;7899701800377;1.299,000000
18465;BOMBA CHIMARRAO C/ ANEL 23CM;GARIBALDI;4,706000;UN;44E;,049000;7326.90.90;7899701800384;725,000000
18466;BOMBA TERERE LISA 19CM;GARIBALDI;3,093370;UN;5;,029000;7326.90.90;7899701800360;1.788,000000
18467;BOMBA TERERE C/ ANEL 21CM;GARIBALDI;3,925870;UN;9;,043000;7326.90.90;7899701800391;704,000000
18470;GRELHA 50X40;METAL. ALFA;29,722800;UN;8470;1,197000;7323.99.00;7898297184700;311,000000
18505;PORTA GARRAFA CERVEJA LITRAO ISOPOR;ISOTERM;4,112900;UN;3358;,044000;3923.10.90;7897764833585;971,000000
18520;COPO P/ TERERE J.H;JH;10,950030;UN;357;,125000;3924.90.00;7898909861098;854,000000
18698;FORMA P/ EMPADA N.2 CRESPA C/ 6 PCS;EDUANA;1,347220;UN;211;,050000;7615.10.00;7898297186988;614,000000
18701;CANECA 450ML;IN-BR;2,160001;UN;47;,072000;3924.10.00;7896725720476;2.066,000000
18702;PRATO C/ TALHERES 3 PCS PIN PIN;IN-BR;2,520000;UN;601;,067000;3924.10.00;7896725706012;513,000000
18705;PORTA TALHER SEM TAMPA;IN-BR;2,520000;UN;540;,153000;3924.10.00;7896725700546;614,000000
18706;TAPETE P/ BANHEIRO 45X30CM;IN-BR;3,966750;UN;341;,129000;3922.90.00;7896725727505;495,000000
18722;PROTETOR DE BOLO 30X15CM;RISCHIOTO;3,315640;UN;6452;,069000;3924.10.00;7898121652122;,000000
18724;POTE QUADRADO TRANSPARENTE 1,2 LTS;RISCHIOTO;2,016950;UN;0360;,047000;3924.10.00;7898121652818;141,000000
18726;BOLEIRA REDONDA 30X15CM;RISCHIOTO;6,674730;UN;0451;,160000;3924.10.00;7898121652115;179,000000
18735;JARRA ACRILICA VERDE 1,7 LTS;TRITEC;8,140000;UN;1907;,227000;3924.10.00;7896725319076;834,000000
18870;SUPORTE P/ PANELA PEIXINHO;KM PLASTICOS;1,879960;UN;9037;,045000;3924.10.00;7898109501565;744,000000
18871;FUNIL GRANDE 18CM;KM PLASTICOS;1,049990;UN;1023;,065000;3924.10.00;7898109501312;5.309,000000
18872;FUNIL PEQUENO 11CM;KM PLASTICOS;,800010;UN;1013;,027000;3924.10.00;7898109501305;6.030,000000
18873;SABONETEIRA C/ RESERVATORIO;KM PLASTICOS;,750000;UN;1018;,050000;3924.90.00;7898297188739;3.474,000000
18935;LASANHEIRA C/ TAMPA PLAST. 5,3LTS CX-04;NADIR FIGUEIRED;171,600000;CX/04;GD16538265N;9,488000;7013.49.00;7894993171907;4.423,000000
18957;LUVA TOP FORRADA EXTRA GRANDE;SANRO;6,650000;UN;0188;,094000;4015.19.00;7896243101887;472,000000
18958;LUVA LATEX PLUS MEDIA;SANRO;5,150000;UN;72;,064000;4015.19.00;7896243101726;909,000000
18959;LUVA LATEX PLUS GRANDE;SANRO;5,150000;UN;73;,069000;4015.19.00;7896243101733;624,000000
18960;LUVA LATEX PLUS PEQUENA;SANRO;5,150000;UN;71;,058000;4015.19.00;7896243101719;216,000000
19154;JARRA REDONDA C/ TAMPA 3,7 LTS;JAGUAR;6,788320;UN;1565;,219000;3924.10.00;7896952515654;6.924,000000
19155;BULE TERMICO VERONA BRISA 750ML;ALADDIN;28,970000;UN;3050;,465000;9617.00.10;7891108030500;1.609,000000
19156;CONJ C/6 COLHERES CHA INOX;SIMONAGGIO;4,190000;UN;1703/6;,085000;8215.99.10;7896211817376;955,000000
19158;FLANELA LARANJA PCT 12PCS 28X48CM;SANTA MARGARIDA;14,910000;DZ;9158;,235000;6307.10.00;7896439915106;501,000000
19160;SOCADOR MADEIRA 19CM;STOLF;1,499610;UN;0036;,043000;4419.90.00;7898297191609;202,000000
19161;POTE HERMETICO QUADRADO 1,9 LTS;SANTANA;2,820000;UN;0119;,065000;3924.10.00;7896355701197;792,000000
19203;EXTENSAO NO SHOCK TERRA 3 MTS;DANEVA;19,720000;UN;1537;,276000;8544.42.00;7896586815373;28,000000
19209;PINO ADAPTADOR CHATO P/ REDONDO 10A 250V;DANEVA;1,580000;UN;1549;,035000;8536.90.90;7896586815496;14,000000
19226;GARRAFA TERMICA CONTINENTAL COFFE LINE 500ML;ALADDIN;19,839880;UN;3229;,325000;9617.00.10;7891108032290;704,000000
19227;GARRAFA TERMICA CONTINENTAL PLUS DEC. 500ML;ALADDIN;19,839880;UN;3265;,332000;9617.00.10;7891108032658;649,000000
19228;GARRAFA TERMICA TRADICAO 1 LT;ALADDIN;20,440000;UN;3101;,554000;9617.00.10;7891108031019;790,000000
19275;ASSADEIRA RETANGULAR PADRAO ALTA N.4 42X30X7CM;NICOPAN;18,428780;UN;9275;,326000;7615.10.00;7898297192750;349,000000
19276;ASSADEIRA RETANGULAR PADRAO ALTA N.2 34X24X6CM;NICOPAN;10,245660;UN;9276;,230000;7615.10.00;7898297192767;421,000000
19277;ASSADEIRA RETANGULAR BAIXA N.4 42X30X5CM;NICOPAN;16,238050;UN;9277;,283000;7615.10.00;7898297192774;172,000000
19278;ASSADEIRA RETANGULAR BAIXA N.3 35X24X04CM;NICOPAN;11,965550;UN;9278;,242000;7615.10.00;7898297192781;279,000000
19279;LEITEIRA C/ APITO 2 LITROS;NICOPAN;26,293430;UN;9279;,439000;7615.10.00;7898297192798;52,000000
19282;CHALEIRA LUXO N.18 2 LTS;NICOPAN;20,230000;UN;9282;,349000;7615.10.00;7898297192828;94,000000
19283;CHALEIRA LUXO N.14 1,5 LTS;NICOPAN;14,930440;UN;9283;,213000;7615.10.00;7898297192835;131,000000
19284;FERVEDOR CABO BAQUELITE N.12 1,25 LTS;NICOPAN;6,595360;UN;9284;,101000;7615.10.00;7898297192842;305,000000
19285;FERVEDOR CABO BAQUELITE N.14 2 LTS;NICOPAN;7,711730;UN;9285;,142000;7615.10.00;7898297192859;392,000000
19286;FERVEDOR CABO BAQUELITE N.16 2,5 LTS;NICOPAN;9,779560;UN;9286;,197000;7615.10.00;7898297192866;146,000000
19287;CANECAO CABO MADEIRA 1,25 LTS;NICOPAN;7,419570;UN;9287;,128000;7615.10.00;7898297192873;350,000000
19288;CANECAO CABO MADEIRA 2 LTS;NICOPAN;8,344480;UN;9288;,172000;7615.10.00;7898297192880;450,000000
19303;FORMA P/ BOLO E PUDIM MICRO. 4 LTS;INPLAST;2,120000;UN;6630;,066000;3924.10.00;7897649766304;52,000000
19304;TAMPA PROTETORA P/ MICROONDAS;INPLAST;1,870000;UN;6631;,046000;3924.10.00;7897649766311;40,000000
19305;ESCORREDOR DE TALHERES;INPLAST;2,100000;UN;6634;,059000;3924.10.00;7897649766342;354,000000
19306;VASO QUADRADO PRETO 5,75 LTS;INPLAST;1,990000;UN;6700;,166000;3924.90.00;7897649767004;871,000000
19307;VASO QUADRADO VERDE 5,75 LTS;INPLAST;2,490000;UN;6719;,167000;3924.90.00;7897649767196;363,000000
19308;FLOREIRA RETANGULAR 36X13,5X15,5CM;INPLAST;1,846160;UN;6704;,131000;3924.90.00;7897649767042;526,000000
19309;MARMITA C/ 3 DIVISORIAS;INPLAST;2,680000;UN;6646;,098000;3924.10.00;7897649766465;218,000000
19310;CAIXA ORGANIZADORA RETANGULAR TRANSP. C/TP. 11 LTS;INPLAST;8,349160;UN;6649;,338000;3924.90.00;7897649766496;1.135,000000
19313;SALADEIRA TRANSPARENTE C/ TAMPA 3,1 LTS;INPLAST;2,890000;UN;6622;,105900;3924.10.00;7897649766229;85,000000
19314;BALDE REFORCADO 9,75 LTS;INPLAST;3,310000;UN;6642;,305000;3924.90.00;7897649766427;685,000000
19315;CONJ BACIAS CANELADA PM C/ 2 PCS;INPLAST;2,350040;UN;4405;,137000;3924.90.00;7897649744050;5,000000
19316;BACIA CANELADA 4,25 LTS;INPLAST;1,670000;UN;4403;,113000;3924.90.00;7897649744036;891,000000
19317;PORTA FRIOS DUPLO TRANSPARENTE;INPLAST;3,819670;UN;6602;,105300;3924.10.00;7897649766021;331,000000
19318;BALDE PEQUENO 7 LTS;INPLAST;1,840000;UN;6616;,174000;3924.90.00;7897649766168;-470,000000
19319;BACIA TACHO RET. COLOR 11 LTS N.11;INPLAST;2,650000;UN;6647;,230000;3924.90.00;7897649766472;-86,000000
19320;CAIXA VERSATIL QUADRADA TRANSP. 3,5 LTS;INPLAST;3,070400;UN;3311;,128000;3924.10.00;7897649733115;1.774,000000
19373;CAIXA TOPA TUDO 4 LTS 34,5X24,5X7CM C/ TAMPA;SANTANA;8,650320;UN;0911;,193300;3924.10.00;7896355709117;61,000000
19374;CAIXA ORGANIZADORA 8 LTS 43,5X28,5X8CM C/ TAMPA;SANTANA;11,400000;UN;0912;,374000;3924.90.00;7896355709124;344,000000
19375;CAIXA ORG. TOPA TUDO C/TPA 14LTS 45,5X30X14X5CM;SANTANA;17,863100;UN;0920;,520000;3924.90.00;7896355709209;79,000000
19376;CAIXA ORG. TOPA TUDO 20 LTS 45,5X30X21CM C\ TAMPA;SANTANA;22,781540;UN;0930;,650000;3924.90.00;7896355709308;56,000000
19377;CAIXA ORG. TOPA TUDO 31 LTS 45X38X23,5CM  C\ TAMPA;SANTANA;28,300000;UN;0940;,857000;3924.90.00;7896355709407;69,000000
19383;POTE DECORA GALINHA ROSCA 720ML;PLASUTIL;4,190000;UN;5561;,044000;3924.10.00;7896042055619;397,000000
19385;POTE DECORA GALINHA ROSCA 900ML;PLASUTIL;4,753650;UN;5507;,056000;3924.10.00;7896042055077;165,000000
19389;POTE DECORA GALINHA ROSCA 1,4 LTS;PLASUTIL;7,900000;UN;5566;,090000;3924.10.00;7896042055664;,000000
19392;POTE DECORA ALTO RETANGULAR 2 DIV 1,1 LTS;PLASUTIL;8,290000;UN;5598;,095000;3924.10.00;7896042055985;359,000000
19457;VASO MEDIO REDONDO VERDE 5,7 LTS;INPLAST;2,490000;UN;6713;,138000;3924.90.00;7897649767134;22,000000
19458;VASO MEDIO REDONDO PRETO 5,7 LTS;INPLAST;1,990000;UN;6702;,138000;3924.90.00;7897649767028;886,000000
19461;KIT CAIPIRINHA 4 PCS;CATUAI;6,900090;UN;9461;,350000;7013.37.00;7898297194617;867,000000
19516;LIXEIRA P/ PIA;NIQUELART;12,614000;UN;311;,232000;7323.99.00;7896594803119;146,000000
19517;PORTA PAPEL TOALHA;NIQUELART;11,544200;UN;314;,213000;7323.99.00;7896594803140;38,000000
19519;FRUTEIRA COPACABANA;NIQUELART;37,400000;UN;017;,896000;7323.99.00;7896594800170;18,000000
19520;SUPORTE BOTIJAO C/ RODIZIO REFORCADO;NIQUELART;15,637220;UN;053;,459000;7323.99.00;7896594800538;307,000000
19521;CONJ.  C/ 3 CABIDES ADULTO C/ CAVA;NIQUELART;7,948780;UN;062-3;,183000;7326.20.00;7896594830627;105,000000
19542;JARRA C/ TAMPA 4 LTS;TRITEC;7,040000;UN;0398;,269000;3924.10.00;7896725303983;2.306,000000
19546;PA P/ LIXO ACQUA;TRITEC;1,880000;UN;0477;,070000;3924.90.00;7896725304775;42,000000
19547;PORTA SABAO C/ TELINHA;TRITEC;1,880000;UN;0510;,074000;3924.90.00;7896725305109;385,000000
19548;POTE P/ ALIMENTOS REDONDO 1LT COLOR;TRITEC;2,090000;UN;0607;,063000;3924.10.00;7896725306076;-27,000000
19556;TABUA MADEIRA CAIPIRINHA 16X8CM;STOLF;1,625000;UN;52;,001000;4419.90.00;7898297195560;3.696,000000
19754;CAIXA FRIGORIFICA 38 LTS;PLASNEW;45,476300;UN;2010;1,409000;3923.10.90;7897848720107;70,000000
19755;CAIXA FRIGORIFICA 42 LTS;PLASNEW;49,390000;UN;2011;1,493000;3923.10.90;7897848720114;53,000000
19758;GARRAFA SQUEEZE 350ML COCORICO AZUL;MEXBRAS;2,289940;UN;6301;,036000;3924.90.00;7898945563017;12,000000
19793;FRUTEIRA PETIT POA VERMELHA;CRYSTALGLASS;24,200000;UN;500011;1,303000;7013.42.90;7897437237870;60,000000
19931;MARTELO P/ CARNE CABO INTEIRICO 21CM;COFAX;5,540000;UN;9931;,184000;7615.10.00;7898297199315;767,000000
19932;PILAO C/ SOCADOR ALUMINIO;COFAX;4,010000;UN;9932;,137000;7615.10.00;7898297199322;2.058,000000
20002;FACA CHURRASCO PRATIKA LILAS;SIMONAGGIO;1,090000;UN;3124/A;,020000;8211.91.00;7896211858560;1.906,000000
20003;GARFO MESA PRATIKA LILAS;SIMONAGGIO;,900000;UN;3122-A;,022000;8215.99.10;7896211858577;1.760,000000
20004;COLHER MESA PRATIKA LILAS;SIMONAGGIO;1,090000;UN;3121-A;,030000;8215.99.10;7896211858584;2.189,000000
20005;CONJ C/3 COLHERES MESA PRATIKA LILAS;SIMONAGGIO;3,560000;UN;311/3;,097000;8215.99.10;7896211839064;303,000000
20006;CONJ C/3 GARFOS MESA PRATIKA LILAS;SIMONAGGIO;3,030000;UN;312/3;,073000;8215.99.10;7896211839071;355,000000
20007;CONJ C/3 FACAS CHURRASCO PRATIKA LILAS;SIMONAGGIO;3,560000;UN;314/3;,064000;8211.91.00;7896211839088;389,000000
20008;FACA CHURRASCO PRATIKA PRETO;SIMONAGGIO;1,090000;UN;3224-A;,019000;8211.91.00;7896211832256;4.790,000000
20009;GARFO MESA PRATIKA PRETO;SIMONAGGIO;,900000;UN;3222-A;,022000;8215.99.10;7896211832263;4.553,000000
